array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
52736;5.0410003662;104055;58977;5255;421888;87407790;43938481
52864;5.1510000229;104593;59329;6391;422912;87639481;44013062
52992;5.0460000038;104914;58757;4949;423936;87871218;44089778
53120;5.0540003777;105412;57806;6450;424960;88103003;44166514
53248;8.2440004349;105030;58546;5456;425984;88334835;44245409
53376;5.1470003128;104828;56310;4454;427008;88566714;44315690
53504;5.0900001526;104926;57007;4848;428032;88798639;44388055
53632;5.3600001335;106661;61659;4923;429056;89030612;44460440
53760;5.1310000420;106012;59484;6882;430080;89262630;44534982
53888;5.1180000305;107111;59233;5094;431104;89494696;44607384
54016;6.9050002098;107953;62062;6136;432128;89726807;44681926
54144;5.1730003357;107554;62516;6972;433152;89958965;44756487
54272;5.1410002708;107757;58297;5072;434176;90191169;44833204
54400;5.1810002327;107340;58973;5207;435200;90423419;44905625
54528;5.2200002670;107437;61089;4956;436224;90655715;44980168
54656;5.8540000916;109451;62074;5176;437248;90888057;45054727
54784;5.2180004120;109343;61372;5499;438272;91120444;45131446
54912;5.1970000267;108110;61989;4939;439296;91352877;45206024
55040;5.1670002937;108829;62866;5123;440320;91585356;45282742
55168;5.1880002022;109477;62027;6641;441344;91817879;45359478
55296;5.2210001945;108200;61282;5029;442368;92050449;45438372
55424;5.2200002670;109982;62775;5258;443392;92283063;45510812
55552;5.2430000305;109009;61333;5146;444416;92515722;45585353
55680;6.5800004005;120912;86884;18555;445440;92748427;45659913
55808;5.2870001793;111772;61628;7191;446464;92981176;45736631
55936;5.3090000153;110368;62491;7180;447488;93213970;45811210
56064;5.2440004349;111535;65472;7125;448512;93446808;45887928
56192;5.2510004044;112836;63361;7452;449536;93679691;45964664
56320;5.2640004158;111089;63936;7197;450560;93912619;46043558
56448;8.6720008850;114118;64555;7023;451584;94145591;46118157
56576;5.3370003700;113773;62446;8573;452608;94378607;46194874
56704;5.3020000458;113254;61364;6635;453632;94611667;46271610
56832;5.2490000725;113108;64255;5488;454656;94844772;46350503
56960;5.3260002136;112872;64541;5528;455680;95077920;46427258
57088;5.9730000496;113744;65032;5614;456704;95311112;46506152
57216;5.3080000877;114834;65325;6051;457728;95544348;46585065
57344;5.3320002556;114324;65978;5198;458752;95777627;46666135
57472;5.4200000763;115050;68344;5547;459776;96010951;46736434
57600;7.5090003014;115766;67295;6936;460800;96244317;46808800
57728;5.3220000267;115193;66146;7404;461824;96477727;46881183
57856;5.3400001526;115831;66636;7510;462848;96711180;46955725
57984;5.4250001907;116704;67997;7094;463872;96944677;47028130
58112;5.3630003929;116743;65145;6936;464896;97178216;47102670
58240;5.3790001869;116949;66963;7516;465920;97411798;47177230
58368;5.4240002632;117313;67363;5906;466944;97645424;47253948
58496;5.4000000954;117285;66976;5992;467968;97879092;47326369
58624;5.6780004501;118454;70891;5746;468992;98112802;47400913
58752;5.4720001221;117980;69067;6103;470016;98346556;47475471
58880;5.4130001068;117864;65141;6908;471040;98580352;47552189
59008;5.4240002632;118175;66354;6891;472064;98814190;47626768
59136;5.5250000954;118858;69628;7868;473088;99048071;47703487
59264;5.4620003700;119215;69679;5958;474112;99281993;47780222
59392;5.4600000381;119573;68389;6919;475136;99515958;47859116
